Date ,Month,Year,keyword,rising
01/11/2016,Nov,2016,wierd fish,0.5
01/11/2016,Nov,2016,fish pie jamie,0.4
01/11/2016,Nov,2016,fish soup,0.4
01/11/2016,Nov,2016,gefilte fish,0.4
01/12/2016,Dec,2016,nice fish review,3.5
01/12/2016,Dec,2016,nice fish tickets,2.5
01/12/2016,Dec,2016,nice fish,1.6
01/12/2016,Dec,2016,snap fish,0.9
01/12/2016,Dec,2016,the rainbow fish,0.9
01/12/2016,Dec,2016,babel fish,0.8
01/12/2016,Dec,2016,billingsgate fish market,0.7
01/12/2016,Dec,2016,fish tacos,0.7
01/12/2016,Dec,2016,weird fish,0.6
01/12/2016,Dec,2016,japanese fighting fish,0.6
01/12/2016,Dec,2016,regal fish,0.6
01/12/2016,Dec,2016,cartoon fish,0.6
01/12/2016,Dec,2016,one pound fish,0.6
01/12/2016,Dec,2016,basa fish,0.5
01/12/2016,Dec,2016,dory fish,0.4
